Finding No.,Support Type,Insulation,Fluid,Operating Temperature (minimum),Operating Temperature (maximum),Material,Coating,Primer,Mist,Intermediate,Finish,Anti-Corrosion,Environment,Severity
"1""-HC-32307-1FS4(IB)",U-bolt,Yes,HC,20.0,20.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-P-32307-2DL4(IB)",Welded skid/anchor,Yes,P,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-HC-32333-1FS4(IB),U-bolt,Yes,HC,100.0,100.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-HC-32305-1FS4(TB),Trunnion,Yes,HC,120.0,120.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-HC-32329-1FL4(TB),U-bolt,Yes,HC,100.0,100.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32315-1DL4(IB)",Trunnion,Yes,HC,90.0,90.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-HC-32330-1FS4(IB)",U-bolt,Yes,HC,20.0,20.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-32414-1DL4,U-bolt,No,PR,45.0,45.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-HC-32405-1FS4(IB)",U-bolt,Yes,HC,20.0,20.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-HC-32407-1DL4(P)","Saddle support – loose saddle, partially welded saddle",Yes,HC,50.0,50.0,Carbon Steel,Yes,Silicone,No,No,Silicone,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"8""-HC-32409-1FL4(IB)",Trunnion,Yes,HC,73.0,73.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"8""-HC-32410-1DL4(IB)",Trunnion,Yes,HC,73.0,73.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"8""-HC-32412-1FL4(P)",Welded skid/anchor,Yes,HC,73.0,73.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"10""-HC-32408-1DL4(IB)",Trunnion,Yes,HC,75.0,75.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"10""-HC-32421-1DL4(IB)",Trunnion,Yes,HC,75.0,75.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-HC-32425-1FL4(P),U-bolt,Yes,HC,76.5,76.5,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-HC-32425-1FL4(P),U-bolt,Yes,HC,76.5,76.5,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-HC-32422-1FL4(P)",U-bolt,Yes,HC,76.5,76.5,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-HC-32422-1FL4(P)",U-bolt,Yes,HC,76.5,76.5,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-HC-32422-1FL4(P)",U-bolt,Yes,HC,76.5,76.5,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-HC-32423-1FL4(P)",Trunnion,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-HC-32423-1FL4(P)",Trunnion,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32437-1FL4(P)",pipework resting on beam,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32437-1FL4(P)",Trunnion,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32437-1FL4(P)",pipework resting on beam,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32437-1FL4(P)",pipework resting on beam,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32437-1FL4(P)",pipework resting on beam,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32437-1FL4(P)",pipework resting on beam,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32437-1FL4(P)",Trunnion,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-32408-1FL4(P)",Trunnion,Yes,PR,45.0,45.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32416-1FL4(P)",Trunnion,Yes,HC,76.5,76.5,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32419-1FL4(IB)",Welded skid/anchor,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32430-1FL4(P)",Pipework resting on beam/guide,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32437-1FL4(P)",Pipework resting on beam/guide,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32437-1FL4(P)",Pipework resting on beam/guide,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-32437-1FL4(P)",Pipework resting on beam/guide,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-PR-32415-1FL4(P)",Trunnion,Yes,PR,45.0,45.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-PR-32415-1FL4(P)",Trunnion,Yes,PR,45.0,45.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-PR-32419-1DL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-HC-32426-1FL4(IB)",Trunnion,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-HC-32426-1FL4(IB)",Trunnion,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-HC-32426-1FL4(IB)",Trunnion,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3/4""-CO-32612-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-CO-32601-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-CO-32601-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-CO-32604-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32616-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32616-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32617-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32617-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32618-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32618-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32619-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32619-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32620-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32620-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32620-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32621-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32621-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32622-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32622-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32623-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-CO-32623-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3/4""-CO-33103-1IS5",U-bolt,No,CO,40.0,40.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3/4""-HC-33108-1DL4",U-bolt,No,HC,35.0,35.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3/4""-HC-33109-1DL4",U-bolt,No,HC,35.0,35.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-33104-1FS4,Riser Clamp,Yes,PR,100.0,100.0,Carbon Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-HC-33101-1DL4(IB)",Anchor,Yes,HC,85.0,85.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-HC-33101-1DL4(IB)",Welded skid/anchor,Yes,HC,85.0,85.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-HC-33103-1DL4(IB)",Welded skid/anchor,Yes,HC,85.0,85.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-HC-33206-1DL4(IB)",U-bolt,Yes,HC,100.0,100.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-HC-33213-1DL4(P)",U-bolt,Yes,HC,100.0,100.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-HC-33203-1DL4(IB)",Anchor/pipework resting on beam,Yes,HC,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),1
"3""-HC-33204-1DL4(IB)",Trunnion,Yes,HC,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-HC-33208-1DL4(IB)",Trunnion,Yes,HC,55.0,55.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-33214-1DL4(IB)",Anchor/pipework resting on beam,Yes,HC,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-HC-33215-1DL4(IB)",Bolted skid,Yes,HC,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-HC-33201-1DL4(IB)",Bolted skid,Yes,HC,55.0,55.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-HC-33211-1DL4",Bolted skid,Yes,HC,55.0,55.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3/4""-PR-33331-1DL4",U-bolt,No,PR,45.0,45.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"2""-PR-33315-1DL4",U-bolt,No,PR,40.0,40.0,Carbon Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-33303-1FL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-33303-1FL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-33303-1FL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-33304-1FL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-33304-1FL4",U-bolt,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-33310-1FL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-33311-1DL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"6""-PR-33323-1DL4",pipework resting on beam,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"8""-PR-33312-1DL4",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"10""-PR-33301-1DL4",Hanger,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-HC-33407-1CC1(P),U-bolt,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"8""-P-33401-1CL1(P)",Trunnion,Yes,P,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"10""-HC-33401-1CC1(P)",Trunnion,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"10""-HC-33401-1CC1(P)",Trunnion,Yes,HC,80.0,80.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-33605-1DL4(P),pipework resting on beam,Yes,PR,100.0,100.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-33610-1CC1,U-bolt,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-33601-1DL4(P)",Riser Clamp,Yes,PR,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-33601-1DL4(P)",Guide,Yes,PR,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-33601-1DL4(P)",Riser Clamp,Yes,PR,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-33601-1DL4(P)",Trunnion,Yes,PR,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-33601-1DL4(P)",Trunnion,Yes,PR,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-33601-1DL4(P)",Trunnion,Yes,PR,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-PR-33603-1DL4 (P)",Riser Clamp,Yes,PR,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-PR-33607-1DL4(P)",Trunnion,Yes,PR,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"4""-PR-33607-1DL4(P)",Trunnion,Yes,PR,100.0,100.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"10""-PR-33602-1CC1(P)",pipework resting on beam,Yes,PR,45.0,45.0,Carbon Steel,Yes,Silicone,No,No,Silicone,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"12""-PR-33608-1CC1",Trunnion,No,PR,45.0,45.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-PR-34005-1DL4",U-bolt,No,PR,30.0,80.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-PR-34005-1DL4",U-bolt,No,PR,30.0,80.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1/2""-PR-34005-1DL4",U-bolt,No,PR,30.0,80.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-34004-1DL4(TB),U-bolt,Yes,PR,30.0,80.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
1 1/2-PR-34004-1DL4(TB),U-bolt,Yes,PR,30.0,80.0,Stainless Steel,No,No,No,No,No,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-H-34001-1DS4",U-bolt,No,H,35.0,35.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"1""-PR-34008-1DL4",U-bolt,No,PR,30.0,80.0,Stainless Steel,No,No,No,No,No,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-ET-34001-1FC4",U-bolt,No,ET,40.0,40.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,Yes,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
"3""-ET-34001-1FC4",Trunnion,No,ET,40.0,40.0,Carbon Steel,Yes,Inorganic zinc,No,Polyamide epoxy,Aliphatic Acrilic Poliurethane,No,Moderate Climate or Industrial Environments (Rainfall: about 500-1000 mm/year),0
